iterations,fitness,time,fevals
0,0.0203003346068,0.000151893,11
10,0.0215297467943,0.000213902,21
20,0.0226110853722,0.002653294,31
30,0.0227752080249,0.002698237,41
40,0.0234816273991,0.002739765,51
50,0.0236725808715,0.002787552,61
60,0.0241103565028,0.002852405,71
70,0.0244748834019,0.002900192,81
80,0.0261182286925,0.002946841,91
90,0.0261837931093,0.003094752,101
100,0.026342209772,0.003214219,111
110,0.0266735390072,0.003324583,121
120,0.0267322223824,0.003420726,131
130,0.0274365199032,0.003480459,141
140,0.0274554055216,0.003559534,151
150,0.0276514327162,0.003655108,161
160,0.0276514327162,0.003716549,171
170,0.027693811972,0.003792781,181
180,0.0283044254765,0.003868443,191
190,0.0284117202575,0.003945242,201
200,0.0285974566369,0.004031713,211
210,0.028947590746,0.004101118,221
220,0.0289636649224,0.004181332,231
230,0.0289636649224,0.00436679,241
240,0.0290874739731,0.004425385,251
250,0.0296692033667,0.004518683,261
260,0.0301958134021,0.004607999,271
270,0.0306160303862,0.004656354,281
280,0.0306692127517,0.00470471,291
290,0.0313695572143,0.004747377,301
300,0.0313695572143,0.004798008,311
310,0.0318767545662,0.004952177,321
320,0.0327049231146,0.005060266,331
330,0.0327049231146,0.005114879,341
340,0.0335151167432,0.00515015,351
350,0.0336714573275,0.005196799,361
360,0.0340484594771,0.005241741,371
370,0.0343001410241,0.005300337,381
380,0.0346439011411,0.005351537,391
390,0.0347025583943,0.005439714,401
400,0.034818049741,0.005556336,411
410,0.035218781047,0.005622327,421
420,0.035218781047,0.005705954,431
430,0.0358897297891,0.005773652,441
440,0.0358897297891,0.005827696,451
450,0.0358897297891,0.005898239,461
460,0.0359253871821,0.005973332,471
470,0.0359253871821,0.006046719,481
480,0.0366583789314,0.006145706,491
490,0.0366583789314,0.006226488,501
500,0.0372660554065,0.006271431,511
510,0.0377704687955,0.006322062,521
520,0.0377704687955,0.006397156,531
530,0.0377704687955,0.006491023,541
540,0.0378588882223,0.006540517,551
550,0.0378923290234,0.006601388,561
560,0.0378923290234,0.006645193,571
570,0.0378923290234,0.006687291,581
580,0.0380161316123,0.006736216,591
590,0.0380161316123,0.006795949,601
600,0.0380161316123,0.00683634,611
610,0.0383328188076,0.006879006,621
620,0.0383999884341,0.006921672,631
630,0.0387719174657,0.006980836,641
640,0.0389184958286,0.007047965,651
650,0.0389184958286,0.007132161,661
660,0.0397815826069,0.007210098,671
670,0.0411691735341,0.00731136,681
680,0.0411691735341,0.007364267,691
690,0.041688617311,0.007425138,701
700,0.0428171320058,0.007487715,711
710,0.0428171320058,0.007564515,721
720,0.0428171320058,0.007635626,731
730,0.0428171320058,0.007702186,741
740,0.0428171320058,0.007995163,751
750,0.0428171320058,0.008070825,761
760,0.0430748854667,0.008137385,771
770,0.0431748528848,0.008186309,781
780,0.0431748528848,0.008235234,791
790,0.0431748528848,0.008302931,801
800,0.0431748528848,0.008347305,811
810,0.0431933358704,0.00845198,821
820,0.0431933358704,0.008607856,831
830,0.0432594213718,0.008657918,841
840,0.0439508428664,0.008734718,851
850,0.0446863743207,0.008783643,861
860,0.0446863743207,0.008886043,871
870,0.0446863743207,0.008974789,881
880,0.0446863743207,0.009043625,891
890,0.0449859561545,0.009127251,901
900,0.0452088850168,0.009255251,911
910,0.0452088850168,0.009346842,921
920,0.0452088850168,0.009420798,931
930,0.0452834608071,0.009523198,941
940,0.045815296824,0.009594878,951
950,0.045815296824,0.009730842,961
960,0.045815296824,0.009849739,971
970,0.045815296824,0.009932796,981
980,0.045815296824,0.010027231,991
990,0.045815296824,0.010103462,1001
1000,0.045815296824,0.010178556,1011
1010,0.045815296824,0.010257632,1021
1020,0.045815296824,0.010404974,1031
1030,0.0460307995062,0.010658129,1041
1040,0.0464356246148,0.010723551,1051
1050,0.0467521640629,0.010794662,1061
1060,0.0472679396421,0.010858946,1071
1070,0.0472679396421,0.010973292,1081
1080,0.0472679396421,0.011044403,1091
1090,0.0472679396421,0.011109825,1101
1100,0.0472679396421,0.011180367,1111
1110,0.0472679396421,0.011252047,1121
