iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.380746712736,0.380518234165,0.380776907723,0.238506574527,0.23896353167,0.238446184554,0.385104239324,0.385747482572,0.385073146541,0.050239644
25,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,0.813561719
50,0.120213072272,0.120441458733,0.120297865807,0.759573855456,0.759117082534,0.759404268386,0.00318344608038,0,0.0012746972594,1.511661918
75,0.119517228141,0.119481765835,0.119530170428,0.760965543718,0.76103646833,0.760939659143,0.0146389713155,0.0158102766798,0.0139328689044,2.182664271
100,0.119637201267,0.119673704415,0.11983724858,0.760725597466,0.760652591171,0.76032550284,0.0126732673267,0.0126682501979,0.00888888888889,2.852566396
125,0.119517228141,0.119481765835,0.119530170428,0.760965543718,0.76103646833,0.760939659143,0.0146389713155,0.0158102766798,0.0139328689044,3.52468434
150,0.117285727997,0.117658349328,0.117073545217,0.765428544006,0.764683301344,0.765852909565,0.0512422360248,0.0481366459627,0.0533829919305,4.205691726
175,0.11646991074,0.117178502879,0.115845232612,0.76706017852,0.765642994242,0.768309534777,0.0661792997307,0.0571428571429,0.0725261216964,4.88508347
200,0.113527466998,0.114683348313,0.113588077984,0.77291486707,0.770633397313,0.772762167972,0.119464086342,0.100827689992,0.111644657863,5.551935212
225,0.103731872024,0.10542602249,0.1041089078,0.792494481236,0.78905950096,0.791647474282,0.328154133002,0.319504643963,0.31637279597,6.198094219
250,0.103658227005,0.105375909857,0.104046526501,0.792494481236,0.789251439539,0.791801013358,0.327945290643,0.31970260223,0.316532258065,6.84590357
275,0.103629568021,0.105373546839,0.104028628695,0.792638448987,0.789251439539,0.791954552434,0.328098273985,0.31970260223,0.316691880988,7.483606055
300,0.103620832407,0.105373056465,0.104013572917,0.792686438238,0.789251439539,0.791954552434,0.328149300156,0.31970260223,0.316691880988,8.124910171
325,0.10359294166,0.105373750263,0.103979771753,0.792734427488,0.789251439539,0.791954552434,0.328200342199,0.31970260223,0.316691880988,8.764893333
350,0.103577258447,0.105374125896,0.103945649843,0.792782416739,0.789251439539,0.792108091509,0.327833125778,0.31970260223,0.316851664985,9.408145324
375,0.103076684433,0.104876592652,0.104542025641,0.793838180248,0.790211132438,0.790572700752,0.355728854229,0.351335311573,0.338506304559,10.045819937
400,0.103082183242,0.105192501499,0.10404733121,0.793790190997,0.789635316699,0.791801013358,0.313907073288,0.303684879288,0.297409326425,10.685056714
425,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,11.371489018
