iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,0.027472743
10,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,0.310303987
20,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,0.588366809
30,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,0.874858844
40,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,1.142642997
50,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,1.413200477
60,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,1.686638807
70,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,1.957151915
80,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,2.225486184
90,0.379594970727,0.379558541267,0.379625364655,0.240810058547,0.240882917466,0.240749270689,0.388149752475,0.388244392885,0.388070783319,2.500464493
100,0.119800547628,0.119604527305,0.119918593829,0.760341683463,0.760652591171,0.760171963765,0.00952003173344,0.0126682501979,0.00762388818297,2.767539813
120,0.104691762098,0.106081245925,0.105742170404,0.790286975717,0.787332053743,0.787655458314,0.321217769494,0.317733990148,0.307461191788,3.265934127
140,0.104590829461,0.105649547588,0.105465902653,0.790430943469,0.788099808061,0.788576692768,0.327636643572,0.327649208283,0.317979197623,3.764859784
150,0.10430402902,0.105579590017,0.105363797433,0.790814857472,0.788291746641,0.788576692768,0.343029389601,0.344622697564,0.330578512397,4.007875687
160,0.102748191578,0.104213430236,0.105908493372,0.794030137249,0.790978886756,0.787348380163,0.383333333333,0.384397964952,0.362632305568,4.247871365
170,0.103122846047,0.104621687682,0.103854487894,0.793310298493,0.790019193858,0.791801013358,0.34554019146,0.34412470024,0.332677165354,4.485702422
180,0.103587010986,0.104215677219,0.104175236266,0.792398502735,0.791362763916,0.791340396131,0.297727272727,0.302758178319,0.2836056932,4.726830185
190,0.102487534982,0.104209922567,0.103485453064,0.794510029753,0.790978886756,0.792722247812,0.33072835261,0.324860508369,0.311926605505,4.975466133
200,0.11878979105,0.118900341899,0.118295994327,0.76240522123,0.762188099808,0.763396284354,0.0267348142324,0.0251770259638,0.033855799373,5.213615766
220,0.102439349786,0.104206563632,0.103331012092,0.794606008254,0.790978886756,0.793029325963,0.33125,0.324860508369,0.313645621181,5.737061633
