iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,0.723025461
10,0.103016898789,0.104127314028,0.103832086724,0.793694212496,0.791554702495,0.792108091509,0.310283972405,0.309160305344,0.294791666667,7.604555656
20,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,14.324874916
30,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,20.99795826
40,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,28.068105573
50,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,34.862204496
60,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,41.788081796
70,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,48.610980679
80,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,55.720371598
90,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,62.642000437
100,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,69.596368787
110,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,76.32556384
120,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,83.332925823
130,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,90.292261702
140,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,97.254518824
150,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,104.255634983
160,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,111.205812903
170,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,118.58182005
180,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,125.468880975
190,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,132.561869713
200,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,139.53535327
210,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,146.602926368
220,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,153.358551958
230,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,160.256519038
240,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,167.107610877
250,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,173.904906385
260,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,180.91564813
270,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,188.127574299
280,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,194.99932417
290,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,201.959673238
300,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,209.18459509
310,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,216.111539051
320,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,223.030747841
330,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,229.838998426
340,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,236.482751607
350,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,243.529267309
360,0.120189077647,0.120441458733,0.120221096269,0.759621844707,0.759117082534,0.759557807462,0.00358066441217,0,0.00254777070064,251.435264811
370,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,258.714002334
380,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,265.783701362
390,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,272.664324181
400,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,279.650976928
410,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,287.481184317
420,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,295.187103881
430,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,302.191608336
440,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,309.257872988
450,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,316.043913612
460,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,322.864666081
470,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,329.635663596
480,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,336.449431256
490,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,343.275063646
500,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,350.462655059
510,0.11997312602,0.120345489443,0.119990787674,0.76005374796,0.759309021113,0.760018424689,0.00714853057983,0.0015923566879,0.00635727908455,357.259123402
520,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,363.891491428
530,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,370.766336052
540,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,377.463614206
550,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,384.361588111
560,0.120213072272,0.120441458733,0.120374635307,0.759573855456,0.759117082534,0.759250729311,0.00318344608038,0,0,391.268939567
570,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,397.859419793
580,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,404.647949304
590,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,411.43370321
600,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,418.395717415
610,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,425.67225334
620,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,432.368194608
630,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,439.128402596
640,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,445.826862902
650,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,452.685577273
660,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,459.577992573
670,0.120213072272,0.120441458733,0.120374635345,0.759573855456,0.759117082534,0.759250729311,0.00318344608038,0,0,466.428694155
680,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,473.359044618
690,0.120285056147,0.120441458733,0.120374635345,0.759429887705,0.759117082534,0.759250729311,0.00199084212622,0,0,480.061448453
