iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.120332796626,0.120421342273,0.120343649006,0.759237930704,0.759117082534,0.759250729311,0.000796654052977,0,0.00127388535032,0.777877649
10,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,8.972542615
20,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,17.073217032
30,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,25.534251329
40,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,34.395324878
50,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,43.416571713
60,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,51.725946135
70,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,59.805976171
80,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,68.528981721
90,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,76.727916764
100,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,84.943877488
110,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,94.142367661
120,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,102.904277191
130,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,111.314840874
140,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,120.060868754
150,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,128.725153674
160,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,137.061896734
170,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,145.161435081
180,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,153.535695741
190,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,162.318222343
200,0.120405029273,0.120441458733,0.120374635345,0.759189941453,0.759117082534,0.759250729311,0,0,0,170.770004241
