iterations,fitness,time,fevals
0,508.0,7.11959999999e-05,11
10,510.0,0.00012279,21
20,512.0,0.000166641,31
30,514.0,0.000211024,41
40,516.0,0.000258532000001,51
50,520.0,0.000302227000001,61
60,522.0,0.000350981,71
70,526.0,0.000396840000001,81
80,526.0,0.000442462000001,91
90,530.0,0.000488548000001,101
100,536.0,0.000537108000001,111
110,536.0,0.000580373,121
120,536.0,0.000629649,131
130,538.0,0.000672244,141
140,542.0,0.000721206000001,151
150,546.0,0.000814938,161
160,548.0,0.000863422,171
170,550.0,0.000911413,181
180,554.0,0.000957102,191
190,554.0,0.0010023,201
200,560.0,0.001047665,211
210,566.0,0.001094101,221
220,568.0,0.001141134,231
230,568.0,0.001184534,241
240,570.0,0.00122756,251
250,572.0,0.001272359,261
260,574.0,0.001339935,271
270,576.0,0.001383928,281
280,576.0,0.001430711,291
290,576.0,0.001474793,301
300,578.0,0.001521313,311
310,584.0,0.001564676,321
320,586.0,0.001611948,331
330,590.0,0.001655709,341
340,590.0,0.001701352,351
350,596.0,0.001749032,361
360,596.0,0.001795714,371
370,598.0,0.001837592,381
380,598.0,0.00188223,391
390,603.0,0.001931594,401
400,603.0,0.001975044,411
410,605.0,0.002023741,421
420,607.0,0.002068459,431
430,609.0,0.009024111,441
440,609.0,0.00907704,451
450,609.0,0.009128352,461
460,609.0,0.009172427,471
470,611.0,0.00921926,481
480,615.0,0.009263355,491
490,617.0,0.009307327,501
500,619.0,0.009347665,511
510,621.0,0.009410013,521
520,623.0,0.009454459,531
530,627.0,0.009532769,541
540,629.0,0.009581011,551
550,631.0,0.009625588,561
560,631.0,0.009671074,571
570,635.0,0.009719065,581
580,635.0,0.009763729,591
590,637.0,0.009808889,601
600,637.0,0.009854185,611
610,637.0,0.009900235,621
620,641.0,0.009942368,631
630,641.0,0.00999156,641
640,641.0,0.010036723,651
650,643.0,0.010085258,661
660,643.0,0.010125856,671
670,645.0,0.010174234,681
680,645.0,0.010216489,691
690,647.0,0.010263671,701
700,647.0,0.010308061,711
710,647.0,0.010353981,721
720,647.0,0.010412598,731
730,647.0,0.010460497,741
740,649.0,0.010528819,751
750,649.0,0.010577218,761
760,651.0,0.010620817,771
770,651.0,0.010661804,781
780,653.0,0.010713233,791
790,655.0,0.01075723,801
800,657.0,0.010806981,811
810,657.0,0.010850135,821
820,657.0,0.010895643,831
830,659.0,0.010942112,841
840,659.0,0.010988746,851
850,659.0,0.011032405,861
860,659.0,0.011077429,871
870,661.0,0.011121827,881
880,663.0,0.011167934,891
890,663.0,0.011213657,901
900,665.0,0.011256667,911
910,665.0,0.011303763,921
920,665.0,0.011372878,931
930,665.0,0.011418704,941
940,665.0,0.011466238,951
950,665.0,0.011507701,961
960,665.0,0.01155482,971
970,665.0,0.011614377,981
980,665.0,0.015764076,991
990,667.0,0.01582184,1001
1000,669.0,0.015873815,1011
1010,669.0,0.015917797,1021
1020,669.0,0.01596201,1031
1030,671.0,0.016004856,1041
1040,673.0,0.016049736,1051
1050,673.0,0.016093927,1061
1060,673.0,0.016138912,1071
1070,673.0,0.016181038,1081
1080,675.0,0.016227707,1091
1090,679.0,0.016269704,1101
1100,681.0,0.016310783,1111
1110,683.0,0.016356146,1121
1120,689.0,0.016399253,1131
1130,689.0,0.016459147,1141
1140,689.0,0.016501683,1151
1150,691.0,0.016549295,1161
1160,691.0,0.016591185,1171
1170,691.0,0.016641954,1181
1180,693.0,0.016682132,1191
1190,693.0,0.021586077,1201
1200,693.0,0.021636235,1211
1210,695.0,0.02167851,1221
1220,695.0,0.021724745,1231
1230,695.0,0.021768118,1241
1240,695.0,0.021811017,1251
1250,699.0,0.02185601,1261
1260,699.0,0.021899611,1271
1270,699.0,0.021944128,1281
1280,699.0,0.0220282,1291
1290,699.0,0.022078812,1301
1300,699.0,0.022129449,1311
1310,699.0,0.022175536,1321
1320,699.0,0.022223947,1331
1330,699.0,0.022266347,1341
1340,701.0,0.022308628,1351
1350,703.0,0.022355453,1361
1360,703.0,0.022400138,1371
1370,705.0,0.022446388,1381
1380,705.0,0.022490951,1391
1390,705.0,0.022541516,1401
1400,705.0,0.022584118,1411
1410,705.0,0.022631972,1421
1420,705.0,0.022677504,1431
1430,705.0,0.022720826,1441
1440,707.0,0.022767747,1451
1450,707.0,0.022809128,1461
1460,709.0,0.022854612,1471
1470,709.0,0.022899708,1481
1480,709.0,0.02294406,1491
1490,709.0,0.022988287,1501
1500,711.0,0.023035653,1511
1510,713.0,0.023078717,1521
1520,713.0,0.027227872,1531
1530,713.0,0.027281745,1541
1540,713.0,0.027332012,1551
1550,713.0,0.027377354,1561
1560,713.0,0.02742326,1571
1570,713.0,0.027465119,1581
1580,713.0,0.027575868,1591
1590,713.0,0.027620623,1601
1600,713.0,0.027664802,1611
1610,715.0,0.027709933,1621
1620,715.0,0.027754331,1631
1630,715.0,0.027801647,1641
1640,717.0,0.027847331,1651
1650,717.0,0.027894096,1661
1660,717.0,0.027941448,1671
1670,717.0,0.027984983,1681
1680,717.0,0.028026027,1691
1690,717.0,0.028072056,1701
1700,717.0,0.028116056,1711
1710,719.0,0.028157171,1721
1720,721.0,0.02820591,1731
1730,721.0,0.028271893,1741
1740,721.0,0.028324142,1751
1750,721.0,0.02837188,1761
1760,721.0,0.028417893,1771
1770,721.0,0.028462178,1781
1780,721.0,0.028509313,1791
1790,723.0,0.0285517,1801
1800,723.0,0.028596833,1811
1810,723.0,0.028638635,1821
1820,725.0,0.028687596,1831
1830,725.0,0.028731422,1841
1840,727.0,0.028779031,1851
