iterations,fitness,time,fevals
0,11.0,2.1635e-05,11
10,14.0,4.41160000002e-05,21
20,14.0,6.43490000005e-05,31
30,16.0,8.41280000006e-05,41
40,16.0,0.000103990000001,51
50,16.0,0.000123084000001,61
60,16.0,0.000141810000001,71
70,16.0,0.000162959000001,81
80,17.0,0.000182337000001,91
90,17.0,0.000201842000001,101
100,18.0,0.000224977000001,111
110,18.0,0.000244390000002,121
120,18.0,0.000267139000002,131
130,18.0,0.000286883000002,141
140,18.0,0.000305484000002,151
150,19.0,0.000351699000002,161
160,19.0,0.000373662000002,171
170,19.0,0.000392997000002,181
180,19.0,0.000412883000002,191
190,22.0,0.000431814000002,201
200,24.0,0.000452474000002,211
210,25.0,0.000471123000002,221
220,25.0,0.000489294000002,231
230,26.0,0.000512412000002,241
240,26.0,0.000530166000002,251
250,26.0,0.000547886000001,261
260,27.0,0.000567937000001,271
270,27.0,0.000587180000001,281
280,27.0,0.000606655000001,291
290,27.0,0.000627762000001,301
300,27.0,0.000647351000001,311
310,28.0,0.000666438000001,321
320,28.0,0.000685190000001,331
330,28.0,0.000705536000001,341
340,28.0,0.000727126000001,351
350,28.0,0.000747185000002,361
360,28.0,0.000769071000001,371
370,28.0,0.000787330000001,381
380,28.0,0.000809747000001,391
390,28.0,0.000831865000001,401
400,28.0,0.000852641000001,411
410,28.0,0.009011799,421
420,28.0,0.009035519,431
430,28.0,0.009057216,441
440,28.0,0.009076295,451
450,28.0,0.009095532,461
460,28.0,0.009114974,471
470,28.0,0.009133117,481
480,28.0,0.009151611,491
490,28.0,0.009175096,501
500,28.0,0.009193573,511
510,28.0,0.009211952,521
520,28.0,0.009229478,531
530,31.0,0.009250319,541
540,31.0,0.009273084,551
550,31.0,0.009293828,561
560,31.0,0.009311548,571
570,31.0,0.009329671,581
580,31.0,0.009351656,591
590,31.0,0.009374536,601
600,34.0,0.009397165,611
610,34.0,0.009417327,621
620,34.0,0.009441408,631
630,34.0,0.009462056,641
640,34.0,0.009482509,651
650,34.0,0.009502062,661
660,34.0,0.009521902,671
670,34.0,0.009540142,681
680,34.0,0.009558027,691
690,34.0,0.009607197,701
700,34.0,0.00962799,711
710,34.0,0.009647097,721
720,34.0,0.009665328,731
730,34.0,0.009685751,741
740,34.0,0.009703882,751
750,35.0,0.00972555,761
760,36.0,0.009746592,771
770,37.0,0.00976515,781
780,38.0,0.00978436,791
790,39.0,0.009802094,801
800,40.0,0.009820839,811
810,40.0,0.009838855,821
820,40.0,0.009855773,831
830,40.0,0.009874107,841
